t [s],u [deg],y [deg],i [A],r (deg)
0.00375,0.000329,0.007935,0.003204,0
0.0038,0.00086,0.003052,0.007324,0
0.00385,0.000344,-0.002441,-0.01709,0
0.0039,-0.000635,0.014038,-0.026245,0
0.00395,-0.000559,0.018921,-0.013885,0
0.004,-0.000592,-0.002441,-0.021515,0
0.00405,-0.001368,0.007324,-0.025787,0
0.0041,-0.000791,-0.018921,-0.007477,0
0.00415,0.001381,-0.008545,-0.004272,0
0.0042,0.002492,0.006104,-0.019379,0
0.00425,0.002143,-0.001221,-0.010071,0
0.0043,0.001512,0.004883,-0.013733,0
0.00435,0.000189,0.007324,-0.01236,0
0.0044,-0.001117,0.010986,-0.015259,0
0.00445,-0.001403,-0.010986,-0.017395,0
0.0045,-0.000804,0.004883,-0.03952,0
0.00455,-0.000089,0.006104,-0.018616,0
0.0046,-0.000403,-0.010376,-0.012512,0
0.00465,-0.001237,0.001221,0.008087,0
0.0047,-0.001431,-0.005493,-0.000916,0
0.00475,-0.000969,0.014038,0.006256,0
0.0048,-0.000151,-0.009766,-0.015106,0
0.00485,0.000552,-0.004272,-0.023804,0
0.0049,0.000392,0.004272,0.008087,0
0.00495,-0.000238,-0.004883,-0.008545,0
0.005,-0.000073,0.006104,0.010834,0
0.00505,0.000742,0.010986,-0.024872,0.000001
0.0051,0.001351,0.011597,-0.025635,0.000005
0.00515,0.00111,0.012817,-0.00946,0.000011
0.0052,-0.000096,-0.006104,-0.016479,0.000022
0.00525,-0.00149,0.004883,-0.023956,0.000038
0.0053,-0.002823,0.010986,-0.026398,0.000058
0.00535,-0.004133,0.016479,-0.012817,0.000074
0.0054,-0.004488,0.019531,-0.023804,0.000075
0.00545,-0.002907,0.006714,-0.023651,0.000041
0.0055,-0.000997,0.006104,-0.013428,-0.000049
0.00555,-0.000075,0.006714,0.000305,-0.000216
0.0056,0.0005,0.003052,-0.021515,-0.00047
0.00565,0.001577,0.012207,-0.005035,-0.000792
0.0057,0.003899,-0.003662,-0.008698,-0.001126
0.00575,0.006728,-0.008545,0.010834,-0.001363
0.0058,0.00981,0.009155,-0.019379,-0.001338
0.00585,0.013333,0.011597,-0.001526,-0.000846
0.0059,0.015455,0.004272,-0.007935,0.000325
0.00595,0.01469,-0.003052,0.001373,0.002337
0.006,0.011393,0.007935,0.001984,0.005229
0.00605,0.004983,0.015869,-0.025787,0.008828
0.0061,-0.005764,0.003662,-0.032501,0.012683
0.00615,-0.020596,0.004272,-0.039062,0.016023
0.0062,-0.039201,0.022583,-0.067444,0.017779
0.00625,-0.060304,0.010376,-0.080414,0.016686
0.0063,-0.079599,-0.007935,-0.071106,0.011472
0.00635,-0.093102,-0.007935,-0.071564,0.001131
0.0064,-0.097163,-0.028687,-0.029907,-0.01475
0.00645,-0.08723,-0.039673,-0.014496,-0.035667
0.0065,-0.059294,-0.056152,0.056458,-0.059932
0.00655,-0.009616,-0.068359,0.11795,-0.084534
0.0066,0.063512,-0.08728,0.202026,-0.10521
0.00665,0.159125,-0.074463,0.24292,-0.11672
0.0067,0.2738,-0.057983,0.290833,-0.1134
0.00675,0.401225,-0.024414,0.336304,-0.08989
0.0068,0.533258,0.039062,0.316772,-0.041955
0.00685,0.661075,0.089722,0.282288,0.032657
0.0069,0.774291,0.197754,0.223846,0.13354
0.00695,0.863848,0.303345,0.103455,0.25722
0.007,0.923693,0.423584,-0.007782,0.39713
0.00705,0.947857,0.532837,-0.126801,0.54404
0.0071,0.933789,0.640869,-0.259705,0.68687
0.00715,0.883689,0.736084,-0.404816,0.81387
0.0072,0.802444,0.83374,-0.494843,0.91393
0.00725,0.696274,0.88623,-0.55542,0.97796
0.0073,0.573362,0.898437,-0.536804,1
0.00735,0.443337,0.870361,-0.496979,0.97796
0.0074,0.315602,0.828247,-0.417938,0.91393
0.00745,0.199065,0.751343,-0.301971,0.81387
0.0075,0.099954,0.650024,-0.165405,0.68687
0.00755,0.02114,0.540161,-0.043945,0.54404
0.0076,-0.036591,0.431519,0.08728,0.39713
0.00765,-0.073067,0.304565,0.184479,0.25722
0.0077,-0.089873,0.185547,0.252838,0.13354
0.00775,-0.091308,0.112915,0.296326,0.032657
0.0078,-0.082811,0.026855,0.320587,-0.041955
0.00785,-0.068719,-0.023193,0.275116,-0.08989
0.0079,-0.05199,-0.066528,0.232391,-0.1134
0.00795,-0.035038,-0.08728,0.159302,-0.11672
0.008,-0.019598,-0.081177,0.107574,-0.10521
0.00805,-0.007784,-0.060425,0.043945,-0.084534
0.0081,-0.000138,-0.05249,-0.014954,-0.059932
0.00815,0.004306,-0.040894,-0.047302,-0.035667
0.0082,0.005934,-0.01709,-0.048218,-0.01475
0.00825,0.006382,-0.013428,-0.059052,0.001131
0.0083,0.006507,-0.00061,-0.07431,0.011472
0.00835,0.005348,0.006714,-0.044708,0.016686
0.0084,0.0034,0.014648,-0.040741,0.017779
0.00845,0.002467,0.010376,-0.031281,0.016023
0.0085,0.00207,0.015869,-0.019836,0.012683
0.00855,0.000776,0.014648,-0.025024,0.008828
0.0086,-0.000882,0.008545,-0.02533,0.005229
0.00865,-0.002231,0.015259,-0.00412,0.002337
0.0087,-0.003021,0.010986,-0.00946,0.000325
0.00875,-0.003202,-0.007935,-0.006866,-0.000846
0.0088,-0.00298,-0.003662,-0.011902,-0.001338
0.00885,-0.002373,0.002441,-0.017395,-0.001363
0.0089,-0.001868,0.00061,-0.003357,-0.001126
0.00895,-0.002091,0.002441,-0.002289,-0.000792
0.009,-0.002468,-0.008545,-0.015717,-0.00047
0.00905,-0.001704,-0.006104,-0.028381,-0.000216
0.0091,-0.000384,-0.008545,-0.009155,-0.000049
0.00915,-0.000236,-0.001221,-0.019836,0.000041
0.0092,-0.000829,-0.001221,-0.008698,0.000075
0.00925,-0.001191,0.015869,-0.002594,0.000074
0.0093,-0.001581,0.007935,-0.002289,0.000058
0.00935,-0.001585,0.014648,-0.011444,0.000038
0.0094,-0.00105,0.013428,-0.003815,0.000022
0.00945,-0.000757,0.004883,-0.004425,0.000011
0.0095,-0.000605,-0.001221,0.01358,0.000005
0.00955,-0.000841,-0.015869,-0.00946,0.000001
0.0096,-0.001493,0.001831,-0.017242,0
0.00965,-0.001737,0.007935,-0.003052,0
0.0097,-0.001885,0.006104,-0.019684,0
0.00975,-0.002588,-0.003662,-0.024109,0
0.0098,-0.003077,0.00061,-0.008698,0
0.00985,-0.002624,0.003052,-0.020294,0
0.0099,-0.002219,0.001831,0.006256,0
0.00995,-0.002134,0.007935,0.009918,0
0.01,-0.00179,0.005493,-0.009155,0
0.01005,-0.001495,0.002441,-0.009308,0
0.0101,-0.00121,0.00061,-0.010681,0
0.01015,-0.00052,0.007324,-0.013123,0
0.0102,0.000242,0.002441,-0.002594,0
0.01025,0.000337,0.009766,-0.023041,0
0.0103,0.000283,-0.004883,-0.003052,0
0.01035,0.000897,0,-0.012512,0
0.0104,0.001318,0.003662,-0.017853,0
0.01045,0.0008,0.009766,-0.007019,0
0.0105,0.00011,0.006104,-0.017395,0
0.01055,-0.000364,0.004883,-0.022736,0
0.0106,-0.001058,0.006714,-0.005798,0
0.01065,-0.001727,0.004272,-0.017242,0
0.0107,-0.001865,0.012817,-0.032196,0
0.01075,-0.00128,-0.011597,-0.006866,0
0.0108,-0.000707,-0.005493,0.000458,0
0.01085,-0.000457,-0.003052,-0.003052,0
0.0109,0.000065,0.005493,-0.028229,0
0.01095,0.000566,-0.007324,0.012512,0
0.011,0.000725,-0.004883,0.034485,0
0.01105,0.000481,0.001831,0.003052,0
0.0111,0.000085,-0.009155,-0.000458,0
0.01115,-0.000785,0.007935,-0.028534,0
0.0112,-0.001846,0.014038,-0.012054,0
0.01125,-0.001795,0,-0.009613,0
0.0113,-0.000991,0.006104,-0.005646,0
0.01135,-0.000245,0.008545,0.007019,0
0.0114,0.00009,-0.00061,0.005798,0
0.01145,-0.000014,0.004883,0.019684,0
0.0115,-0.000436,0.001221,-0.03479,0
0.01155,-0.001105,0.014648,-0.01297,0
0.0116,-0.002335,0.005493,-0.014343,0
0.01165,-0.003457,-0.001221,-0.030975,0
0.0117,-0.002662,-0.004272,-0.019989,0
0.01175,-0.000498,-0.014038,-0.034943,0
0.0118,0.000856,-0.001221,0.028381,0
0.01185,0.000867,0,-0.014648,0
0.0119,0.000398,-0.013428,-0.010986,0
0.01195,0.000104,0.001831,0.014496,0
0.012,0.000116,0.010986,-0.028992,0
0.01205,0.00051,0.009766,-0.015717,0
0.0121,0.001119,0.018311,-0.030365,0
0.01215,0.001398,-0.009155,-0.038452,0
0.0122,0.000952,-0.00061,-0.009003,0
0.01225,-0.000044,0.001831,-0.014496,0
0.0123,-0.000543,-0.009766,-0.008545,0
0.01235,-0.000241,-0.010376,-0.031128,0
0.0124,-0.000437,-0.010376,0.016785,0
0.01245,-0.00083,-0.007935,-0.011597,0
0.0125,-0.000357,0.001831,-0.023346,0
0.01255,0.000012,0.00061,-0.01358,0
0.0126,0.000082,0.001831,0.012207,0
0.01265,0.000168,-0.003052,0.003815,0
0.0127,0.000092,0.001831,-0.018463,0
0.01275,-0.00029,-0.006714,0.013123,0
0.0128,-0.000822,0.003662,-0.035858,0
0.01285,-0.000754,0.014038,-0.020599,0
0.0129,-0.00042,0.004272,0.005341,0
0.01295,-0.000263,-0.014038,0.020294,0
0.013,0.000062,0.012817,-0.020752,0
0.01305,-0.000225,0.003662,-0.016785,0
0.0131,-0.001609,-0.003662,-0.009003,0
0.01315,-0.00205,-0.002441,0.017548,0
0.0132,-0.001753,-0.004272,0.007324,0
0.01325,-0.002023,-0.006104,-0.009918,0
0.0133,-0.001785,0.00061,-0.005188,0
0.01335,-0.001589,0.004272,-0.016479,0
0.0134,-0.001649,-0.005493,-0.010681,0
0.01345,-0.001384,0.004883,0.002594,0
0.0135,-0.001309,0.005493,-0.006256,0
0.01355,-0.001369,-0.009766,-0.014191,0
0.0136,-0.001171,-0.006714,0.016174,0
0.01365,-0.000013,-0.001831,-0.030365,0
0.0137,0.001184,-0.007324,0.00351,0
0.01375,0.001777,-0.003052,0.003357,0
0.0138,0.002144,-0.002441,0.0177,0
0.01385,0.001797,0.009766,-0.017853,0
0.0139,0.001473,0.00061,0.000458,0
0.01395,0.001151,0,-0.017853,0
0.014,0.000827,-0.007324,-0.031128,0
0.01405,0.000589,0.00061,-0.015564,0
0.0141,-0.000107,0.002441,-0.012817,0
0.01415,-0.000599,0.004883,-0.032959,0
0.0142,-0.00047,0.009766,-0.033875,0
0.01425,0.000438,-0.004272,0.005188,0
0.0143,0.001612,0.019531,0.002441,0
0.01435,0.00246,-0.009766,0.006409,0
0.0144,0.003453,-0.003662,-0.050507,0
0.01445,0.003858,0.006104,-0.011292,0
0.0145,0.003322,-0.003052,-0.016632,0
0.01455,0.003005,0.008545,0.003662,0
0.0146,0.002142,0.012207,-0.019836,0
